family,mode,strategy,max_gap_sessions,score_10d,score_20d,average_score,score_gap,beats_71_89_both,improvement_10d,improvement_20d
COMBINATION,OR,A_50D_SUPPORT_BULL_ENGULF + B_50D_SUPPORT_HIGHER_LOW + C_BREAKDOWN_50D_SUPPORT,,65.32292850809263,82.88589705862357,74.1044127833581,17.56296855053094,False,-6.56707149190737,10.99589705862357
COMBINATION,AND,A_50D_SUPPORT_BULL_ENGULF + B_50D_SUPPORT_HIGHER_LOW,,51.305651340256496,57.20744100587928,54.25654617306789,5.901789665622786,False,-20.584348659743505,-14.682558994120718
COMBINATION,CONSENSUS_2_OF_3,A_50D_SUPPORT_BULL_ENGULF + B_50D_SUPPORT_HIGHER_LOW + C_BREAKDOWN_50D_SUPPORT,,51.305651340256496,57.20744100587928,54.25654617306789,5.901789665622786,False,-20.584348659743505,-14.682558994120718
ORDERED_SEQUENCE,C_TO_B_TO_A,C Breakdown+50D Support -> B Higher Low -> A Bull Engulf,20.0,16.917466578748805,12.88233115000725,14.899898864378027,4.035135428741555,False,-54.9725334212512,-59.007668849992754
ORDERED_SEQUENCE,C_TO_B_TO_A,C Breakdown+50D Support -> B Higher Low -> A Bull Engulf,10.0,10.86698280327157,7.661417811179514,9.264200307225542,3.2055649920920564,False,-61.02301719672843,-64.22858218882048
