rank,pool,mode,horizon,strategy,components,threshold,signals,win_rate,average_return,median_return,profit_factor,worst_return,best_return,robust_mean,score,target_89_gap,meets_89
298,WINNERS_10D,CONSENSUS,10,Reversal: 50D Support + Higher Low + Reversal: 50D Support + Hammer + Reversal: Bottom Reclaim + Support,3,2,2609,0.572633192794174,0.023789357627818128,0.004014221814428343,1.793730558390006,-0.98789313904068,9.459081836327346,0.007445772288196514,74.03386104266431,14.966138957335687,False
299,WINNERS_20D,CONSENSUS,20,Reversal: 50D Support + Bull Engulf + Reversal: Bottom Reclaim + Support + Reversal: 50D Support + Volume + Reversal: 50D Support + Hammer,4,2,1481,0.5739365293720459,0.024830778645804127,0.007627458851866775,1.435785893104875,-0.9846058534501175,7.915789473684212,0.0048543297569496515,73.94719457036788,15.052805429632116,False
300,WINNERS_10D,CONSENSUS,10,Reversal: 50D Support + Higher Low + Reversal: 50D Support + RSI + Higher Low + Reversal: 50D Support + Hammer + Reversal: 50D Support + Volume,4,2,2641,0.5793260128739114,0.0207327612839377,0.0026345502446367686,1.9846462377844027,-0.7861538461538462,9.459081836327346,0.007113272570388779,73.86520259025438,15.134797409745616,False
301,WINNERS_10D,CONSENSUS,10,Reversal: 50D Support + Higher Low + Secondary: Breakdown + 50D Support + Reversal: 50D Support + Hammer + Reversal: 50D Support + RSI,4,2,1639,0.5613178767541184,0.03884846493244643,0.00291545189504383,2.2672605912182133,-0.7945071113290829,9.459081836327346,0.010822169647601328,73.85619561600359,15.143804383996411,False
302,WINNERS_20D,CONSENSUS,20,Reversal: Bottom Reclaim + Support + Reversal: 50D Support + Volume + Reversal: 50D Support + Hammer + Reversal: Bull Engulf + Support,4,2,1354,0.5775480059084195,0.025338656176718315,0.007174271459899795,1.4422448747985641,-0.9846058534501175,7.915789473684212,0.004233210766614834,73.85102723459862,15.148972765401382,False
303,WINNERS_20D,CONSENSUS,20,Reversal: 50D Support + Bull Engulf + Reversal: 50D Support + Hammer,2,1,2826,0.5789101203113942,0.021375660339525034,0.004477942810588886,1.5620324860062003,-0.9211320754716981,7.915789473684212,0.005334151815111088,73.84409102117401,15.155908978825991,False
304,CROSS_10D_20D,OR,20,10D:Reversal: 50D Support + Bull Engulf + 20D:Reversal: 50D Support + Hammer,2,1,2826,0.5789101203113942,0.021375660339525034,0.004477942810588886,1.5620324860062003,-0.9211320754716981,7.915789473684212,0.005334151815111088,73.84409102117401,15.155908978825991,False
305,CROSS_10D_20D,OR,20,10D:Reversal: 50D Support + Hammer + 20D:Reversal: 50D Support + Bull Engulf,2,1,2826,0.5789101203113942,0.021375660339525034,0.004477942810588886,1.5620324860062003,-0.9211320754716981,7.915789473684212,0.005334151815111088,73.84409102117401,15.155908978825991,False
306,WINNERS_20D,CONSENSUS,20,Secondary: Breakdown + 50D Support + Reversal: Bull Engulf + Support,2,1,2775,0.5545945945945946,0.020522995646002882,0.005276256844201077,1.4793036784972675,-0.9834088927637314,2.717595146166575,0.009800996513182551,73.39543375875796,15.60456624124204,False
307,CROSS_10D_20D,OR,20,10D:Secondary: Breakdown + 50D Support + 20D:Reversal: Bull Engulf + Support,2,1,2775,0.5545945945945946,0.020522995646002882,0.005276256844201077,1.4793036784972675,-0.9834088927637314,2.717595146166575,0.009800996513182551,73.39543375875796,15.60456624124204,False
308,WINNERS_20D,CONSENSUS,20,Reversal: 50D Support + Bull Engulf + Reversal: Bull Engulf + Support,2,1,1490,0.5704697986577181,0.017492232277865536,0.004407218761570575,1.5929369351026876,-0.6747559274755928,1.670588235294118,0.009947568300919469,73.33662235101941,15.663377648980585,False
309,CROSS_10D_20D,OR,20,10D:Reversal: 50D Support + Bull Engulf + 20D:Reversal: Bull Engulf + Support,2,1,1490,0.5704697986577181,0.017492232277865536,0.004407218761570575,1.5929369351026876,-0.6747559274755928,1.670588235294118,0.009947568300919469,73.33662235101941,15.663377648980585,False
310,WINNERS_10D,CONSENSUS,10,Reversal: 50D Support + Higher Low + Reversal: 50D Support + Hammer + Reversal: 50D Support + RSI,3,2,1424,0.5646067415730337,0.03716153468512359,0.0028271423938908136,2.2044605263210966,-0.7945071113290829,9.459081836327346,0.009439419290702801,73.30104485895083,15.698955141049169,False
311,WINNERS_10D,CONSENSUS,10,Reversal: 50D Support + Higher Low + Reversal: 50D Support + RSI + Higher Low + Reversal: 50D Support + Hammer + Reversal: 50D Support + RSI,4,2,1424,0.5646067415730337,0.03716153468512359,0.0028271423938908136,2.2044605263210966,-0.7945071113290829,9.459081836327346,0.009439419290702801,73.30104485895083,15.698955141049169,False
312,WINNERS_10D,CONSENSUS,10,Reversal: 50D Support + RSI + Higher Low + Reversal: 50D Support + Hammer + Reversal: Bottom Reclaim + Support + Reversal: 50D Support + Volume,4,2,1650,0.5684848484848485,0.02861613333559766,0.0061781372135251145,1.644141393238895,-0.999015561015561,9.459081836327346,0.0052064252752160355,73.2858966140306,15.714103385969395,False
313,WINNERS_20D,CONSENSUS,20,Reversal: 50D Support + Bull Engulf + Secondary: Breakdown + 50D Support + Reversal: 50D Support + Hammer + Reversal: Bull Engulf + Support,4,1,5030,0.562624254473161,0.0214084811867714,0.004803846153846214,1.5077011501043496,-0.9834088927637314,7.915789473684212,0.00771123363983748,73.15701892412294,15.842981075877063,False
314,WINNERS_20D,CONSENSUS,20,Reversal: 50D Support + Volume + Reversal: 50D Support + Hammer + Reversal: Bull Engulf + Support + Reversal: 50D Support + RSI + Higher Low,4,1,7800,0.5787179487179487,0.01957323476707931,0.0052220277119877645,1.4578121681745542,-0.9846058534501175,7.915789473684212,0.0051492162871256564,73.10152868898172,15.898471311018284,False
315,WINNERS_10D,CONSENSUS,10,Reversal: 50D Support + Bull Engulf + Reversal: 50D Support + RSI + Higher Low + Reversal: 50D Support + Volume + Reversal: 50D Support + RSI,4,2,1424,0.5617977528089888,0.02986617958925923,0.008842894824331982,1.585260107844992,-0.999015561015561,9.459081836327346,0.0034295181262119384,72.83726851440608,16.162731485593923,False
316,WINNERS_20D,CONSENSUS,20,Reversal: 50D Support + Hammer + Reversal: Bull Engulf + Support + Reversal: 50D Support + RSI + Higher Low,3,1,3326,0.5745640408899579,0.023167207112486727,0.004434945488814401,1.5838989908092616,-0.9211320754716981,7.915789473684212,0.0048013080337847,72.68786362360898,16.312136376391024,False
317,WINNERS_10D,CONSENSUS,10,Reversal: 50D Support + Bull Engulf + Reversal: 50D Support + RSI + Higher Low + Reversal: 50D Support + Hammer,3,1,3784,0.570031712473573,0.022569530991975933,0.0033194052006227937,1.828344259252595,-0.7945071113290829,9.459081836327346,0.006674341272430749,72.50059526705232,16.49940473294768,False
318,WINNERS_10D,AND,10,Secondary: Breakdown + 50D Support,1,1,2020,0.5445544554455446,0.020463963224428026,0.006781951442968448,1.5589631595443127,-0.8990566037735849,3.9537037037037033,0.008667592130673718,72.3462335878224,16.653766412177603,False
319,WINNERS_20D,CONSENSUS,20,Secondary: Breakdown + 50D Support + Reversal: 50D Support + Hammer,2,1,3554,0.5593697242543613,0.023341839818162895,0.004900228070680246,1.492517409051563,-0.9834088927637314,7.915789473684212,0.007323710957300279,72.27153179757165,16.728468202428346,False
320,CROSS_10D_20D,OR,20,10D:Secondary: Breakdown + 50D Support + 20D:Reversal: 50D Support + Hammer,2,1,3554,0.5593697242543613,0.023341839818162895,0.004900228070680246,1.492517409051563,-0.9834088927637314,7.915789473684212,0.007323710957300279,72.27153179757165,16.728468202428346,False
321,CROSS_10D_20D,OR,20,10D:Reversal: 50D Support + Hammer + 20D:Secondary: Breakdown + 50D Support,2,1,3554,0.5593697242543613,0.023341839818162895,0.004900228070680246,1.492517409051563,-0.9834088927637314,7.915789473684212,0.007323710957300279,72.27153179757165,16.728468202428346,False
322,WINNERS_20D,CONSENSUS,20,Reversal: 50D Support + Bull Engulf + Reversal: 50D Support + Volume + Reversal: 50D Support + Hammer,3,1,7297,0.5814718377415377,0.018467772069235205,0.005363984674329414,1.432897742679699,-0.9846058534501175,7.915789473684212,0.005296469361392769,72.25671459761142,16.74328540238858,False
323,WINNERS_10D,CONSENSUS,10,Reversal: 50D Support + RSI + Higher Low + Reversal: Bottom Reclaim + Support + Reversal: 50D Support + Volume + Reversal: 50D Support + RSI,4,2,2627,0.5599543205177008,0.030165439100958896,0.01023391812865504,1.5489267941530023,-0.999015561015561,13.976958525345621,0.001652436113466959,72.24048576787496,16.759514232125042,False
324,WINNERS_10D,CONSENSUS,10,Reversal: 50D Support + Higher Low + Reversal: Bottom Reclaim + Support + Reversal: 50D Support + Volume + Reversal: 50D Support + RSI,4,2,4893,0.5708154506437768,0.023532100920066225,0.006164383561643838,1.584259850569356,-0.999015561015561,13.976958525345621,0.0032856310991539075,72.22341943622777,16.776580563772228,False
325,WINNERS_10D,CONSENSUS,10,Reversal: 50D Support + Higher Low + Reversal: 50D Support + Hammer + Reversal: Bottom Reclaim + Support + Reversal: 50D Support + Volume,4,2,4360,0.575,0.019702508400844355,0.0037431216263604794,1.660261270268897,-0.999015561015561,9.459081836327346,0.005116383387613679,72.1804704946583,16.819529505341706,False
326,WINNERS_10D,CONSENSUS,10,Reversal: 50D Support + Bull Engulf + Secondary: Breakdown + 50D Support + Reversal: 50D Support + RSI + Higher Low + Reversal: Bottom Reclaim + Support,4,1,8285,0.5540132770066385,0.02141308815288538,0.007423808283407052,1.5396423021536185,-0.999015561015561,13.976958525345621,0.005617879555821226,72.11681204719429,16.883187952805713,False
327,WINNERS_10D,CONSENSUS,10,Secondary: Breakdown + 50D Support + Reversal: 50D Support + RSI + Higher Low + Reversal: Bottom Reclaim + Support,3,1,7377,0.5481903212688085,0.022694494127868673,0.008518518518518592,1.5324819536852958,-0.999015561015561,13.976958525345621,0.005715546776139521,72.040602515795,16.959397484205,False
328,WINNERS_20D,AND,20,Reversal: 50D Support + Volume,1,1,4961,0.5837532755492845,0.0174287260140586,0.006115187903046548,1.3912501524622716,-0.9846058534501175,6.810090328266138,0.006000287101885234,71.99504740034271,17.004952599657287,False
329,WINNERS_10D,CONSENSUS,10,Reversal: 50D Support + Bull Engulf + Reversal: 50D Support + RSI + Higher Low + Reversal: Bottom Reclaim + Support,3,1,6265,0.5570630486831604,0.02171911087522917,0.007539145563502769,1.5340345276055216,-0.999015561015561,13.976958525345621,0.004660816143309078,71.99381272730227,17.00618727269773,False
330,WINNERS_10D,CONSENSUS,10,Reversal: 50D Support + Bull Engulf + Secondary: Breakdown + 50D Support,2,1,3159,0.5609370053814499,0.01806622905557676,0.0055082623935902575,1.5971421176657277,-0.8990566037735849,3.9537037037037033,0.008312596861040767,71.92137439345834,17.078625606541664,False
331,CROSS_10D_20D,OR,10,10D:Reversal: 50D Support + Bull Engulf + 20D:Secondary: Breakdown + 50D Support,2,1,3159,0.5609370053814499,0.01806622905557676,0.0055082623935902575,1.5971421176657277,-0.8990566037735849,3.9537037037037033,0.008312596861040767,71.92137439345834,17.078625606541664,False
332,CROSS_10D_20D,OR,10,10D:Secondary: Breakdown + 50D Support + 20D:Reversal: 50D Support + Bull Engulf,2,1,3159,0.5609370053814499,0.01806622905557676,0.0055082623935902575,1.5971421176657277,-0.8990566037735849,3.9537037037037033,0.008312596861040767,71.92137439345834,17.078625606541664,False
333,WINNERS_10D,CONSENSUS,10,Reversal: 50D Support + RSI + Higher Low + Reversal: Bottom Reclaim + Support,2,1,5357,0.5495613216352436,0.023535575409360198,0.00907868190988581,1.5243375335619815,-0.999015561015561,13.976958525345621,0.004665576371441143,71.90174731686916,17.098252683130838,False
334,CROSS_10D_20D,OR,10,10D:Reversal: 50D Support + RSI + Higher Low + 20D:Reversal: Bottom Reclaim + Support,2,1,5357,0.5495613216352436,0.023535575409360198,0.00907868190988581,1.5243375335619815,-0.999015561015561,13.976958525345621,0.004665576371441143,71.90174731686916,17.098252683130838,False
335,CROSS_10D_20D,OR,10,10D:Reversal: Bottom Reclaim + Support + 20D:Reversal: 50D Support + RSI + Higher Low,2,1,5357,0.5495613216352436,0.023535575409360198,0.00907868190988581,1.5243375335619815,-0.999015561015561,13.976958525345621,0.004665576371441143,71.90174731686916,17.098252683130838,False
336,CROSS_10D_20D,OR,20,10D:Reversal: 50D Support + RSI + 20D:Reversal: Bottom Reclaim + Support,2,1,6856,0.5525087514585765,0.029687520666788838,0.012703833175846002,1.41483027124152,-0.9994049504950495,11.712765957446809,0.002145506516703843,71.80230119986713,17.19769880013287,False
337,WINNERS_10D,AND,10,Reversal: 50D Support + Bull Engulf,1,1,1139,0.5899912203687445,0.013813882241635102,0.004637681159420204,1.7277336386945668,-0.6900149031296572,1.552941176470588,0.008230941687993334,71.79721943865268,17.202780561347325,False
338,WINNERS_10D,CONSENSUS,10,Reversal: 50D Support + Bull Engulf + Secondary: Breakdown + 50D Support + Reversal: 50D Support + RSI + Higher Low + Reversal: 50D Support + Hammer,4,1,5749,0.5613150113063141,0.021443437027791532,0.0037927756653992617,1.7032838679098343,-0.8990566037735849,9.459081836327346,0.007180024763122353,71.7821022057769,17.217897794223106,False
339,WINNERS_20D,CONSENSUS,20,Reversal: 50D Support + Bull Engulf + Reversal: 50D Support + Volume + Reversal: Bull Engulf + Support,3,1,6303,0.5808345232429002,0.01721812739263013,0.005795773666075643,1.4153844281830281,-0.9846058534501175,6.810090328266138,0.006400768122687367,71.76102807773623,17.238971922263772,False
340,WINNERS_10D,CONSENSUS,10,Reversal: 50D Support + Bull Engulf + Reversal: 50D Support + Higher Low + Reversal: 50D Support + Volume + Reversal: 50D Support + RSI,4,2,3160,0.5819620253164557,0.01890535411673227,0.003791960480406198,1.6242184063994953,-0.999015561015561,9.459081836327346,0.003798227184281607,71.59166575132406,17.408334248675942,False
341,WINNERS_10D,CONSENSUS,10,Reversal: 50D Support + Bull Engulf + Secondary: Breakdown + 50D Support + Reversal: Bottom Reclaim + Support,3,1,8014,0.5530321936610931,0.021102003528743075,0.007180320111706662,1.5268581466544813,-0.999015561015561,13.976958525345621,0.0049501734537131786,71.26990245091373,17.730097549086267,False
342,WINNERS_10D,CONSENSUS,10,Reversal: 50D Support + Higher Low + Secondary: Breakdown + 50D Support + Reversal: Bottom Reclaim + Support + Reversal: 50D Support + Volume,4,2,3975,0.569559748427673,0.019175276222066107,0.004696673189823919,1.5782786550483392,-0.999015561015561,9.459081836327346,0.00466721098283975,71.12481408950936,17.875185910490643,False
343,WINNERS_10D,CONSENSUS,10,Reversal: 50D Support + RSI + Higher Low + Reversal: 50D Support + Hammer,2,1,2683,0.5624301155423034,0.026585764717008003,0.0028598665395613843,1.8665843470471355,-0.7945071113290829,9.459081836327346,0.006906953186686406,71.06346738506973,17.93653261493027,False
344,CROSS_10D_20D,OR,10,10D:Reversal: 50D Support + RSI + Higher Low + 20D:Reversal: 50D Support + Hammer,2,1,2683,0.5624301155423034,0.026585764717008003,0.0028598665395613843,1.8665843470471355,-0.7945071113290829,9.459081836327346,0.006906953186686406,71.06346738506973,17.93653261493027,False
345,CROSS_10D_20D,OR,10,10D:Reversal: 50D Support + Hammer + 20D:Reversal: 50D Support + RSI + Higher Low,2,1,2683,0.5624301155423034,0.026585764717008003,0.0028598665395613843,1.8665843470471355,-0.7945071113290829,9.459081836327346,0.006906953186686406,71.06346738506973,17.93653261493027,False
346,WINNERS_10D,CONSENSUS,10,Reversal: 50D Support + Higher Low + Secondary: Breakdown + 50D Support + Reversal: 50D Support + RSI + Higher Low + Reversal: 50D Support + Volume,4,2,2358,0.5687022900763359,0.019708001466254243,0.0029254363193418342,1.7255743242714998,-0.7861538461538462,9.459081836327346,0.005746283605446203,70.99550642256793,18.004493577432072,False
347,WINNERS_10D,CONSENSUS,10,Reversal: 50D Support + Bull Engulf + Reversal: Bottom Reclaim + Support,2,1,5994,0.5558892225558892,0.021317025453120187,0.007259552042160777,1.5172467780886814,-0.999015561015561,13.976958525345621,0.0038125895211295687,70.95230993178264,18.047690068217364,False
348,CROSS_10D_20D,OR,10,10D:Reversal: 50D Support + Bull Engulf + 20D:Reversal: Bottom Reclaim + Support,2,1,5994,0.5558892225558892,0.021317025453120187,0.007259552042160777,1.5172467780886814,-0.999015561015561,13.976958525345621,0.0038125895211295687,70.95230993178264,18.047690068217364,False
349,CROSS_10D_20D,OR,10,10D:Reversal: Bottom Reclaim + Support + 20D:Reversal: 50D Support + Bull Engulf,2,1,5994,0.5558892225558892,0.021317025453120187,0.007259552042160777,1.5172467780886814,-0.999015561015561,13.976958525345621,0.0038125895211295687,70.95230993178264,18.047690068217364,False
350,WINNERS_10D,CONSENSUS,10,Secondary: Breakdown + 50D Support + Reversal: Bottom Reclaim + Support,2,1,7093,0.5467362188072747,0.02240823472297742,0.008068669527896866,1.5191344269987728,-0.999015561015561,13.976958525345621,0.005023836473704971,70.94208263574717,18.05791736425283,False
351,CROSS_10D_20D,OR,10,10D:Secondary: Breakdown + 50D Support + 20D:Reversal: Bottom Reclaim + Support,2,1,7093,0.5467362188072747,0.02240823472297742,0.008068669527896866,1.5191344269987728,-0.999015561015561,13.976958525345621,0.005023836473704971,70.94208263574717,18.05791736425283,False
352,CROSS_10D_20D,OR,10,10D:Reversal: Bottom Reclaim + Support + 20D:Secondary: Breakdown + 50D Support,2,1,7093,0.5467362188072747,0.02240823472297742,0.008068669527896866,1.5191344269987728,-0.999015561015561,13.976958525345621,0.005023836473704971,70.94208263574717,18.05791736425283,False
353,WINNERS_10D,CONSENSUS,10,Reversal: 50D Support + RSI + Higher Low + Reversal: 50D Support + Hammer + Reversal: 50D Support + Volume + Reversal: 50D Support + RSI,4,2,1750,0.5617142857142857,0.030565579432909155,0.006795061970454763,1.5914388847165788,-0.999015561015561,9.459081836327346,0.0028549438025966246,70.85655194883616,18.143448051163844,False
354,WINNERS_20D,CONSENSUS,20,Reversal: Bottom Reclaim + Support + Secondary: Breakdown + 50D Support + Reversal: 50D Support + Volume + Reversal: 50D Support + RSI + Higher Low,4,2,1533,0.5525114155251142,0.021678051956525897,0.01145833333333357,1.3360663661586345,-0.9846058534501175,6.198935462408517,0.0038115584645234744,70.80542753855572,18.19457246144428,False
355,WINNERS_10D,CONSENSUS,10,Secondary: Breakdown + 50D Support + Reversal: 50D Support + RSI + Higher Low + Reversal: 50D Support + Hammer,3,1,4648,0.5548623063683304,0.023495013109911585,0.003740379829229923,1.7068282816345879,-0.8990566037735849,9.459081836327346,0.007351766017002983,70.7961604460631,18.203839553936902,False
356,WINNERS_10D,CONSENSUS,10,Reversal: 50D Support + Higher Low + Reversal: 50D Support + Volume + Reversal: 50D Support + RSI,3,2,2427,0.5747836835599506,0.020936386340556213,0.0037735849056603765,1.5978191753671265,-0.999015561015561,9.459081836327346,0.002862491171542669,70.77433765122737,18.22566234877263,False
357,WINNERS_10D,CONSENSUS,10,Reversal: 50D Support + Higher Low + Reversal: 50D Support + RSI + Higher Low + Reversal: 50D Support + Volume + Reversal: 50D Support + RSI,4,2,2427,0.5747836835599506,0.020936386340556213,0.0037735849056603765,1.5978191753671265,-0.999015561015561,9.459081836327346,0.002862491171542669,70.77433765122737,18.22566234877263,False
358,WINNERS_10D,AND,10,Reversal: Bottom Reclaim + Support,1,1,5073,0.547604967474867,0.02318241734215144,0.008645533141210304,1.506450098099767,-0.999015561015561,13.976958525345621,0.0036490772008951813,70.48845233572361,18.511547664276392,False
359,WINNERS_10D,CONSENSUS,10,Reversal: Bottom Reclaim + Support + Reversal: 50D Support + Volume + Reversal: 50D Support + RSI,3,2,2371,0.5571488823281316,0.03019249624776094,0.010000000000000009,1.5237157158685544,-0.999015561015561,13.976958525345621,-0.0002994098740270049,70.35814705468862,18.641852945311385,False
360,WINNERS_20D,CONSENSUS,20,Secondary: Breakdown + 50D Support + Reversal: 50D Support + Hammer + Reversal: Bull Engulf + Support,3,1,4539,0.5584930601454065,0.020291884544328044,0.004317111459968492,1.474799592870255,-0.9834088927637314,7.915789473684212,0.005932529495114468,70.34940062171755,18.65059937828245,False
361,WINNERS_20D,CONSENSUS,20,Reversal: 50D Support + Volume + Reversal: 50D Support + Hammer,2,1,6439,0.5774188538592949,0.018254738132190876,0.005148514851485153,1.4123340813865974,-0.9846058534501175,7.915789473684212,0.004353975102236085,70.15698259714091,18.84301740285909,False
362,CROSS_10D_20D,OR,20,10D:Reversal: 50D Support + Hammer + 20D:Reversal: 50D Support + Volume,2,1,6439,0.5774188538592949,0.018254738132190876,0.005148514851485153,1.4123340813865974,-0.9846058534501175,7.915789473684212,0.004353975102236085,70.15698259714091,18.84301740285909,False
363,CROSS_10D_20D,OR,20,10D:Reversal: 50D Support + Volume + 20D:Reversal: 50D Support + Hammer,2,1,6439,0.5774188538592949,0.018254738132190876,0.005148514851485153,1.4123340813865974,-0.9846058534501175,7.915789473684212,0.004353975102236085,70.15698259714091,18.84301740285909,False
364,WINNERS_10D,CONSENSUS,10,Reversal: 50D Support + Bull Engulf + Reversal: 50D Support + RSI + Higher Low + Reversal: 50D Support + Hammer + Reversal: 50D Support + RSI,4,2,833,0.5630252100840336,0.05918307253361329,0.010590015128592922,2.2741691696480615,-0.7945071113290829,9.459081836327346,0.0165197232837459,70.11347573977535,18.886524260224647,False
365,WINNERS_10D,CONSENSUS,10,Reversal: 50D Support + Bull Engulf + Secondary: Breakdown + 50D Support + Reversal: 50D Support + RSI + Higher Low + Reversal: 50D Support + Volume,4,1,8423,0.5768728481538644,0.01652572225836144,0.004694596711041443,1.5220499487667836,-0.999015561015561,9.459081836327346,0.005222288925676175,70.10886117821038,18.891138821789625,False
366,WINNERS_20D,CONSENSUS,20,Reversal: 50D Support + Bull Engulf + Reversal: 50D Support + Hammer + Reversal: Bull Engulf + Support,3,1,3300,0.566969696969697,0.01935402797661882,0.003851710088809912,1.5258688098331223,-0.9211320754716981,7.915789473684212,0.004398764521306627,70.03683342915572,18.96316657084428,False
367,WINNERS_20D,CONSENSUS,20,Reversal: 50D Support + Bull Engulf + Reversal: 50D Support + Volume + Reversal: 50D Support + Hammer + Reversal: Bull Engulf + Support,4,1,7771,0.5762450135117746,0.017786643802928017,0.004990642545227519,1.4249416011857317,-0.9846058534501175,7.915789473684212,0.0049054738281394325,69.99859335467785,19.00140664532215,False
368,WINNERS_10D,CONSENSUS,10,Reversal: 50D Support + Bull Engulf + Reversal: 50D Support + RSI + Higher Low + Reversal: 50D Support + Hammer + Reversal: Bottom Reclaim + Support,4,1,8087,0.558427105230617,0.021305010682719176,0.004700191658300712,1.573993931338351,-0.999015561015561,13.976958525345621,0.0045327289776161805,69.99587468204051,19.004125317959492,False
369,WINNERS_10D,CONSENSUS,10,Reversal: 50D Support + Bull Engulf + Reversal: Bottom Reclaim + Support + Reversal: 50D Support + Volume + Reversal: 50D Support + RSI,4,2,2680,0.557089552238806,0.028618775696368736,0.00909090909090915,1.5298042937963794,-0.999015561015561,13.976958525345621,0.00039392269448881097,69.96188254551613,19.038117454483867,False
370,CROSS_10D_20D,OR,20,10D:Reversal: 50D Support + RSI + 20D:Reversal: 50D Support + Volume,2,1,8014,0.5662590466683304,0.025616298102682282,0.007303407674648987,1.4263842573545893,-0.9943790849673203,11.712765957446809,0.0017497924736622238,69.9394788451983,19.060521154801705,False
371,CROSS_10D_20D,OR,10,10D:Reversal: 50D Support + RSI + Higher Low + 20D:Reversal: Bull Engulf + Support,2,1,1678,0.5572109654350417,0.022972325677480365,0.002770846700411167,1.9449981315571432,-0.7861538461538462,9.459081836327346,0.006486786172521119,69.81171889387282,19.188281106127178,False
372,WINNERS_10D,CONSENSUS,10,Reversal: 50D Support + Bull Engulf + Reversal: 50D Support + Higher Low + Secondary: Breakdown + 50D Support + Reversal: 50D Support + Hammer,4,2,1468,0.5919618528610354,0.013450810752186359,0.0026475338806610793,2.0551277174109464,-0.5219902912621359,1.6224489795918364,0.0075095493892274505,69.72893201477532,19.271067985224676,False
373,WINNERS_10D,CONSENSUS,10,Reversal: 50D Support + Bull Engulf + Secondary: Breakdown + 50D Support + Reversal: 50D Support + Hammer + Reversal: Bottom Reclaim + Support,4,1,9790,0.5550561797752809,0.020673429240064895,0.00473624620126889,1.5550562569504454,-0.999015561015561,13.976958525345621,0.004759714693911502,69.63133396726545,19.368666032734552,False
374,WINNERS_10D,CONSENSUS,10,Secondary: Breakdown + 50D Support + Reversal: 50D Support + RSI + Higher Low + Reversal: 50D Support + Hammer + Reversal: Bottom Reclaim + Support,4,1,9158,0.5513212491810439,0.021971433371282243,0.004953590759022797,1.5618851512074008,-0.999015561015561,13.976958525345621,0.005305317774699659,69.58105626379916,19.418943736200845,False
375,WINNERS_10D,CONSENSUS,10,Secondary: Breakdown + 50D Support + Reversal: 50D Support + RSI + Higher Low + Reversal: 50D Support + Volume,3,1,7467,0.5743940002678452,0.01670326635032045,0.004693494299128131,1.5005765381959577,-0.999015561015561,9.459081836327346,0.004807566673605003,69.5613954578445,19.438604542155502,False
376,WINNERS_10D,CONSENSUS,10,Reversal: 50D Support + Bull Engulf + Secondary: Breakdown + 50D Support + Reversal: 50D Support + Volume + Reversal: 50D Support + RSI,4,1,11301,0.5630475179187683,0.02119569402435109,0.004807692307692291,1.5249699092027937,-0.9990229231019346,13.976958525345621,0.0027815756780430897,69.53320397576292,19.466796024237084,False
377,WINNERS_10D,CONSENSUS,10,Reversal: 50D Support + Hammer + Reversal: Bottom Reclaim + Support + Reversal: 50D Support + Volume + Reversal: 50D Support + RSI,4,2,2929,0.5582109935131444,0.03043195213022882,0.0074875207986688785,1.5652402878126097,-0.999015561015561,13.976958525345621,0.0009812662052229274,69.38675583844292,19.613244161557077,False
378,WINNERS_10D,CONSENSUS,10,Secondary: Breakdown + 50D Support + Reversal: 50D Support + RSI + Higher Low + Reversal: Bottom Reclaim + Support + Reversal: 50D Support + Volume,4,2,1709,0.5511995318899942,0.023594945406113375,0.007348438456828088,1.5098046221339394,-0.999015561015561,9.459081836327346,0.002656403305134495,69.37021996980431,19.62978003019569,False
379,WINNERS_10D,CONSENSUS,10,Reversal: 50D Support + RSI + Higher Low + Reversal: 50D Support + Hammer + Reversal: Bottom Reclaim + Support,3,1,7193,0.5531766995690255,0.022708073490208012,0.004758128469468659,1.5712811420418258,-0.999015561015561,13.976958525345621,0.004611032034383018,69.22298697272635,19.777013027273654,False
380,WINNERS_10D,CONSENSUS,10,Reversal: 50D Support + Bull Engulf + Reversal: 50D Support + Hammer + Reversal: Bottom Reclaim + Support,3,1,7825,0.5576996805111821,0.021024620838479075,0.004405286343612147,1.5625568077247702,-0.999015561015561,13.976958525345621,0.0038746917393531755,69.15993031408769,19.84006968591231,False
381,WINNERS_20D,CONSENSUS,20,Reversal: 50D Support + Volume + Reversal: Bull Engulf + Support,2,1,5873,0.5796015664907203,0.016268122968254414,0.00540540540540535,1.3905391563007614,-0.9846058534501175,6.810090328266138,0.005369012075136292,69.12484976546006,19.875150234539944,False
382,CROSS_10D_20D,OR,20,10D:Reversal: 50D Support + Volume + 20D:Reversal: Bull Engulf + Support,2,1,5873,0.5796015664907203,0.016268122968254414,0.00540540540540535,1.3905391563007614,-0.9846058534501175,6.810090328266138,0.005369012075136292,69.12484976546006,19.875150234539944,False
383,WINNERS_10D,CONSENSUS,10,Secondary: Breakdown + 50D Support + Reversal: 50D Support + RSI + Higher Low + Reversal: 50D Support + Volume + Reversal: 50D Support + RSI,4,2,1867,0.5479378682378147,0.027048057472788416,0.008051529790660261,1.5325837983265498,-0.999015561015561,9.459081836327346,0.002336975159882279,69.11435675254268,19.885643247457324,False
384,WINNERS_10D,CONSENSUS,10,Secondary: Breakdown + 50D Support + Reversal: 50D Support + Hammer + Reversal: Bottom Reclaim + Support,3,1,8883,0.55037712484521,0.02175602029272224,0.004763795156808248,1.5523062850869003,-0.999015561015561,13.976958525345621,0.004794827972605965,68.89848815459565,20.101511845404346,False
