pool,mode,horizon,strategy,components,threshold,signals,win_rate,average_return,median_return,profit_factor,worst_return,best_return,robust_mean,score
CROSS_10D_20D,AND,10,10D:Reversal: 50D Support + Bull Engulf + 20D:Reversal: 50D Support + Higher Low,2,2,759,0.6060606060606061,0.012016427562907944,0.0036720190565124877,1.8542811460566673,-0.5219902912621359,0.793939393939394,0.007825936722120723,53.61567984723409
CROSS_10D_20D,OR,10,10D:Reversal: 50D Support + Bull Engulf + 20D:Reversal: 50D Support + Higher Low,2,1,11568,0.5848029045643154,0.013253844375989306,0.003162821728602605,1.7211144363301896,-0.98789313904068,9.459081836327346,0.006340893788188068,67.84878177430154
CROSS_10D_20D,AND,20,10D:Reversal: 50D Support + Bull Engulf + 20D:Reversal: 50D Support + Higher Low,2,2,680,0.6102941176470589,0.020332478777952405,0.005365059964651975,1.9620646370973522,-0.631116504854369,0.9121212121212121,0.015104794741039373,58.03962589990259
CROSS_10D_20D,OR,20,10D:Reversal: 50D Support + Bull Engulf + 20D:Reversal: 50D Support + Higher Low,2,1,10290,0.6173955296404277,0.020774378207867643,0.006616257088846833,1.8405122594603975,-0.9030172413793103,6.198935462408517,0.012861371957399224,84.60822178468453
CROSS_10D_20D,AND,10,10D:Reversal: 50D Support + Bull Engulf + 20D:Reversal: Bottom Reclaim + Support,2,2,218,0.5412844036697247,0.025523690293368016,0.0075019875372351885,1.8175218825410255,-0.41428571428571426,1.552941176470588,0.015243658993794072,16.84557987448995
CROSS_10D_20D,OR,10,10D:Reversal: 50D Support + Bull Engulf + 20D:Reversal: Bottom Reclaim + Support,2,1,5994,0.5558892225558892,0.021317025453120187,0.007259552042160777,1.5172467780886814,-0.999015561015561,13.976958525345621,0.0038125895211295687,70.95230993178264
CROSS_10D_20D,AND,20,10D:Reversal: 50D Support + Bull Engulf + 20D:Reversal: Bottom Reclaim + Support,2,2,193,0.5803108808290155,0.0232287760693633,0.009674234945705962,1.4559085918021122,-0.5652173913043479,1.670588235294118,0.01464877888590104,16.25559555575524
CROSS_10D_20D,OR,20,10D:Reversal: 50D Support + Bull Engulf + 20D:Reversal: Bottom Reclaim + Support,2,1,5225,0.576267942583732,0.03226483332266056,0.012593283582089443,1.5651435431786962,-0.9994049504950495,7.915789473684212,0.011298914542976128,83.96380569108786
CROSS_10D_20D,OR,10,10D:Reversal: 50D Support + Bull Engulf + 20D:Secondary: Breakdown + 50D Support,2,1,3159,0.5609370053814499,0.01806622905557676,0.0055082623935902575,1.5971421176657277,-0.8990566037735849,3.9537037037037033,0.008312596861040767,71.92137439345834
CROSS_10D_20D,OR,20,10D:Reversal: 50D Support + Bull Engulf + 20D:Secondary: Breakdown + 50D Support,2,1,2797,0.5723989989274222,0.025026190593619574,0.008530805687203769,1.5682000328601,-0.9834088927637314,2.717595146166575,0.014322958759005926,82.54015648922763
CROSS_10D_20D,AND,10,10D:Reversal: 50D Support + Bull Engulf + 20D:Reversal: 50D Support + Volume,2,2,166,0.5542168674698795,0.007254796348510757,0.00203963830885312,1.3507329561053723,-0.5,0.31847133757961776,0.0053686354925646515,8.746987460687496
CROSS_10D_20D,OR,10,10D:Reversal: 50D Support + Bull Engulf + 20D:Reversal: 50D Support + Volume,2,1,6484,0.5815854410857495,0.010950226203416825,0.003915811021388271,1.3588177889154411,-0.999015561015561,5.148387096774193,0.0022842289898530464,60.17812620806342
CROSS_10D_20D,AND,20,10D:Reversal: 50D Support + Bull Engulf + 20D:Reversal: 50D Support + Volume,2,2,148,0.5743243243243243,0.02703701955416645,0.005050908872845095,2.08607395386338,-0.5445829338446788,0.6345467523197716,0.02290430028365213,12.507317551552472
CROSS_10D_20D,OR,20,10D:Reversal: 50D Support + Bull Engulf + 20D:Reversal: 50D Support + Volume,2,1,5829,0.5877509006690684,0.018024563519026142,0.006275083612039989,1.4248597145501976,-0.9846058534501175,6.810090328266138,0.007000216129819216,74.68718367943524
CROSS_10D_20D,AND,10,10D:Reversal: 50D Support + Bull Engulf + 20D:Reversal: 50D Support + Hammer,2,2,16,0.625,0.06973526930688927,0.00753884912221936,11.105722980655194,-0.060691144708423406,0.7375886524822697,0.06973526930688927,1.4504661894666322
CROSS_10D_20D,OR,10,10D:Reversal: 50D Support + Bull Engulf + 20D:Reversal: 50D Support + Hammer,2,1,3224,0.5688585607940446,0.016697721927529236,0.002820880082756383,1.6658490065154712,-0.7945071113290829,6.290448343079922,0.004602484421374885,67.07500543796846
CROSS_10D_20D,AND,20,10D:Reversal: 50D Support + Bull Engulf + 20D:Reversal: 50D Support + Hammer,2,2,14,0.5714285714285714,0.09540460273645894,0.008645047589859067,5.629943868706398,-0.2190004714757191,1.021276595744681,0.09540460273645894,1.2141063330268536
CROSS_10D_20D,OR,20,10D:Reversal: 50D Support + Bull Engulf + 20D:Reversal: 50D Support + Hammer,2,1,2826,0.5789101203113942,0.021375660339525034,0.004477942810588886,1.5620324860062003,-0.9211320754716981,7.915789473684212,0.005334151815111088,73.84409102117401
CROSS_10D_20D,AND,10,10D:Reversal: 50D Support + Bull Engulf + 20D:Reversal: Bull Engulf + Support,2,2,596,0.587248322147651,0.008967606093775097,0.002501950380943141,1.7166728130071371,-0.6900149031296572,1.552941176470588,0.004432032529612712,36.977516926241755
CROSS_10D_20D,OR,10,10D:Reversal: 50D Support + Bull Engulf + 20D:Reversal: Bull Engulf + Support,2,1,1633,0.5603184323331292,0.009770261058987427,0.002802241793434801,1.496977464185383,-0.6900149031296572,1.552941176470588,0.00446424450098356,58.55615557174577
CROSS_10D_20D,AND,20,10D:Reversal: 50D Support + Bull Engulf + 20D:Reversal: Bull Engulf + Support,2,2,520,0.6115384615384616,0.011721406758913398,0.003953219512195183,1.5236392434215031,-0.6259314456035767,1.670588235294118,0.00559543387023746,35.8191063337837
CROSS_10D_20D,OR,20,10D:Reversal: 50D Support + Bull Engulf + 20D:Reversal: Bull Engulf + Support,2,1,1490,0.5704697986577181,0.017492232277865536,0.004407218761570575,1.5929369351026876,-0.6747559274755928,1.670588235294118,0.009947568300919469,73.33662235101941
CROSS_10D_20D,AND,10,10D:Reversal: 50D Support + Bull Engulf + 20D:Reversal: 50D Support + RSI + Higher Low,2,2,22,0.6363636363636364,0.02476131938216808,0.01167076831543945,1.7561912259081394,-0.27922077922077915,0.31847133757961776,0.01077512803943238,1.910357289855385
CROSS_10D_20D,OR,10,10D:Reversal: 50D Support + Bull Engulf + 20D:Reversal: 50D Support + RSI + Higher Low,2,1,1713,0.5866900175131349,0.02819879026011449,0.006211180124223725,2.0978999004439864,-0.7861538461538462,9.459081836327346,0.011606368754270768,81.14483124439336
CROSS_10D_20D,AND,20,10D:Reversal: 50D Support + Bull Engulf + 20D:Reversal: 50D Support + RSI + Higher Low,2,2,20,0.65,0.03837851309475507,0.020761060038282042,1.8352989688004544,-0.3311688311688312,0.4585987261146496,0.016261659777918516,1.9439248966687779
CROSS_10D_20D,OR,20,10D:Reversal: 50D Support + Bull Engulf + 20D:Reversal: 50D Support + RSI + Higher Low,2,1,1532,0.6201044386422977,0.03362773701256838,0.012866527694918806,1.8778034725212662,-0.9030172413793103,6.198935462408517,0.01814880536104429,93.26149979197233
CROSS_10D_20D,AND,10,10D:Reversal: 50D Support + Higher Low + 20D:Reversal: 50D Support + Bull Engulf,2,2,759,0.6060606060606061,0.012016427562907944,0.0036720190565124877,1.8542811460566673,-0.5219902912621359,0.793939393939394,0.007825936722120723,53.61567984723409
CROSS_10D_20D,OR,10,10D:Reversal: 50D Support + Higher Low + 20D:Reversal: 50D Support + Bull Engulf,2,1,11568,0.5848029045643154,0.013253844375989306,0.003162821728602605,1.7211144363301896,-0.98789313904068,9.459081836327346,0.006340893788188068,67.84878177430154
CROSS_10D_20D,AND,20,10D:Reversal: 50D Support + Higher Low + 20D:Reversal: 50D Support + Bull Engulf,2,2,680,0.6102941176470589,0.020332478777952405,0.005365059964651975,1.9620646370973522,-0.631116504854369,0.9121212121212121,0.015104794741039373,58.03962589990259
CROSS_10D_20D,OR,20,10D:Reversal: 50D Support + Higher Low + 20D:Reversal: 50D Support + Bull Engulf,2,1,10290,0.6173955296404277,0.020774378207867643,0.006616257088846833,1.8405122594603975,-0.9030172413793103,6.198935462408517,0.012861371957399224,84.60822178468453
CROSS_10D_20D,AND,10,10D:Reversal: 50D Support + Higher Low + 20D:Reversal: Bottom Reclaim + Support,2,2,1767,0.5840407470288624,0.031771401968769396,0.009985734664764712,1.944220957654326,-0.98789313904068,9.459081836327346,0.011177408869344013,83.21248215539194
CROSS_10D_20D,OR,10,10D:Reversal: 50D Support + Higher Low + 20D:Reversal: Bottom Reclaim + Support,2,1,14494,0.5725817579688147,0.014362582053704139,0.0033983256739648082,1.5559708934644478,-0.999015561015561,13.976958525345621,0.004184747368451498,65.48017983031882
CROSS_10D_20D,AND,20,10D:Reversal: 50D Support + Higher Low + 20D:Reversal: Bottom Reclaim + Support,2,2,1549,0.6197546804389928,0.044483744687459637,0.018099547511312153,2.0610560455684985,-0.9030172413793103,6.198935462408517,0.023982801505427566,98.57466063348411
CROSS_10D_20D,OR,20,10D:Reversal: 50D Support + Higher Low + 20D:Reversal: Bottom Reclaim + Support,2,1,12807,0.6013117826188803,0.022374523691577157,0.0068829891838742,1.6340602478724815,-0.9994049504950495,7.915789473684212,0.009938727216658852,82.61628730039979
CROSS_10D_20D,OR,10,10D:Reversal: 50D Support + Higher Low + 20D:Secondary: Breakdown + 50D Support,2,1,13208,0.5794215626892792,0.014237139165794492,0.003332222962469489,1.682246299806671,-0.98789313904068,9.459081836327346,0.006402705894449488,68.10859625669694
CROSS_10D_20D,OR,20,10D:Reversal: 50D Support + Higher Low + 20D:Secondary: Breakdown + 50D Support,2,1,11735,0.6083510864933959,0.021507217097313083,0.0067542761785566174,1.7603700274479128,-0.9834088927637314,6.198935462408517,0.012747534295542895,84.62635785557464
CROSS_10D_20D,AND,10,10D:Reversal: 50D Support + Higher Low + 20D:Reversal: 50D Support + Volume,2,2,1252,0.5886581469648562,0.009176079292385605,0.002014149757003869,1.5984167550496045,-0.5947777777777778,0.6442307692307692,0.00541629290853737,62.8586024523509
CROSS_10D_20D,OR,10,10D:Reversal: 50D Support + Higher Low + 20D:Reversal: 50D Support + Volume,2,1,15447,0.5830905677477828,0.01240953118003414,0.0035211267605634866,1.52929331287559,-0.999015561015561,9.459081836327346,0.004344538512919306,65.49054142644336
CROSS_10D_20D,AND,20,10D:Reversal: 50D Support + Higher Low + 20D:Reversal: 50D Support + Volume,2,2,1114,0.6023339317773788,0.019709689790609494,0.004483420005819139,1.9610175404584673,-0.9030172413793103,0.72,0.014350696852330428,83.83527743422168
CROSS_10D_20D,OR,20,10D:Reversal: 50D Support + Higher Low + 20D:Reversal: 50D Support + Volume,2,1,13801,0.6070574596043765,0.019527498207832485,0.006628787878787845,1.6168934391240897,-0.9846058534501175,6.810090328266138,0.009981112173495232,81.98492324704479
CROSS_10D_20D,AND,10,10D:Reversal: 50D Support + Higher Low + 20D:Reversal: 50D Support + Hammer,2,2,646,0.5712074303405573,0.009265288556063723,0.0015668806981553596,1.961517307043207,-0.25903614457831325,0.4485714285714286,0.0060374707604306296,38.86968468890209
CROSS_10D_20D,OR,10,10D:Reversal: 50D Support + Higher Low + 20D:Reversal: 50D Support + Hammer,2,1,12643,0.581823934192834,0.014232125279703712,0.003070624360286489,1.7062273236187133,-0.98789313904068,9.459081836327346,0.005598282606174831,67.70446120335536
CROSS_10D_20D,AND,20,10D:Reversal: 50D Support + Higher Low + 20D:Reversal: 50D Support + Hammer,2,2,578,0.5865051903114187,0.012791066376465633,0.0031601966275215387,1.9093715365639996,-0.32162458836443464,0.8898305084745763,0.00799771673049859,39.830191806298856
CROSS_10D_20D,OR,20,10D:Reversal: 50D Support + Higher Low + 20D:Reversal: 50D Support + Hammer,2,1,11200,0.6109821428571428,0.02113740908382376,0.006266895135678019,1.767703573061457,-0.9211320754716981,7.915789473684212,0.010886075650452824,82.86472808959813
CROSS_10D_20D,AND,10,10D:Reversal: 50D Support + Higher Low + 20D:Reversal: Bull Engulf + Support,2,2,389,0.5886889460154242,0.004114445974598982,0.0019379844961240345,1.5277613791093174,-0.1646571491974258,0.31847133757961776,0.0027284793498467434,21.678626977847646
CROSS_10D_20D,OR,10,10D:Reversal: 50D Support + Higher Low + 20D:Reversal: Bull Engulf + Support,2,1,11889,0.5817983009504584,0.012673221176915139,0.0029615004935834577,1.695687805798959,-0.98789313904068,9.459081836327346,0.005862419330047871,66.2575445363817
CROSS_10D_20D,AND,20,10D:Reversal: 50D Support + Higher Low + 20D:Reversal: Bull Engulf + Support,2,2,337,0.5845697329376854,0.0016674179916959428,0.0027728187792002146,1.0975112556862685,-0.6053897978825795,0.4585987261146496,-0.0009808739566039813,14.985438029082262
CROSS_10D_20D,OR,20,10D:Reversal: 50D Support + Higher Low + 20D:Reversal: Bull Engulf + Support,2,1,10611,0.6134200358118933,0.020166391036854976,0.006387225548902142,1.8275806429638182,-0.9030172413793103,6.198935462408517,0.012366244504073054,84.06510253973141
CROSS_10D_20D,AND,10,10D:Reversal: 50D Support + Higher Low + 20D:Reversal: 50D Support + RSI + Higher Low,2,2,596,0.5822147651006712,0.0555625249475863,0.014692597996069257,2.433745792328856,-0.7861538461538462,9.459081836327346,0.021166662111616847,55.460924637576284
CROSS_10D_20D,OR,10,10D:Reversal: 50D Support + Higher Low + 20D:Reversal: 50D Support + RSI + Higher Low,2,1,11188,0.5857168394708616,0.013112882408694054,0.003106796585057414,1.7274544569498285,-0.98789313904068,9.459081836327346,0.006253895431025085,67.75287466589953
CROSS_10D_20D,AND,20,10D:Reversal: 50D Support + Higher Low + 20D:Reversal: 50D Support + RSI + Higher Low,2,2,536,0.6492537313432836,0.05537782364640779,0.03262732953602843,2.001975059672249,-0.9030172413793103,6.198935462408517,0.02670142510215032,53.6
CROSS_10D_20D,OR,20,10D:Reversal: 50D Support + Higher Low + 20D:Reversal: 50D Support + RSI + Higher Low,2,1,9954,0.6181434599156118,0.020593900686888725,0.006555598133418328,1.8587188020585457,-0.9030172413793103,6.198935462408517,0.012847370764225388,84.55222667323278
CROSS_10D_20D,OR,10,10D:Secondary: Breakdown + 50D Support + 20D:Reversal: 50D Support + Bull Engulf,2,1,3159,0.5609370053814499,0.01806622905557676,0.0055082623935902575,1.5971421176657277,-0.8990566037735849,3.9537037037037033,0.008312596861040767,71.92137439345834
