rule,horizon_days,signals,win_rate,loss_rate,average_return,median_return,p10_return,p25_return,p75_return,p90_return,best_return,worst_return,std_return,average_ex_top_1pct,top_1pct_profit_contribution,profit_factor,robustness_score
Secondary: Breakdown + RSI + Volume,5,3186,0.482736974262398,0.5069052102950408,0.0306190670867706,-0.0015685597179655,-0.2288631790744466,-0.083032772103546,0.0675124417182932,0.1666666666666667,87.68194842406878,-0.998418837148119,1.684485152155865,-0.0205085380957324,0.4975159015847971,1.42677267864672,33.99161595000073
Secondary: Breakdown + RSI + Volume,10,3099,0.5027428202646015,0.4920942239432075,0.0076998722502575,0.0009765625,-0.3077075128864019,-0.1106446638824577,0.0979062181979489,0.2435128899507209,9.395107033639142,-0.9617732558139536,0.4046145859545944,-0.0177512323519075,0.2509068733385758,1.082748320519805,31.421998954496345
Secondary: Breakdown + RSI + Volume,20,2807,0.5037406483790524,0.492340577128607,0.0100840214076573,0.0026035502958579,-0.4066142718041452,-0.1498411700353503,0.1266459642549248,0.3187127657715893,10.776636019469985,-0.9880768531976744,0.5288798384365797,-0.0245211267587537,0.2663414304015523,1.084792846085627,33.256181947412514
Secondary: Breakdown + 50D Support,1,2264,0.4439045936395759,0.5163427561837456,-0.0014323605433313,-0.0009251903772211,-0.0463585943868638,-0.0172851785553887,0.0139490737902027,0.0376738827239099,1.526315789473684,-0.6006234171050069,0.0615454711086105,-0.0046019373903879,0.2294850456300029,0.9048214096190902,18.096428192381804
Secondary: Breakdown + 50D Support,3,2222,0.5031503150315032,0.4797479747974797,0.0023641502641884,0.0003961965134706,-0.0776020326823434,-0.0254254118883497,0.0303635417271058,0.0769862026315228,1.18348623853211,-0.8537735849056604,0.0867509696271841,-0.0018913486368148,0.162829101651103,1.09994040281729,31.25339040840033
Secondary: Breakdown + 50D Support,5,2222,0.5238523852385238,0.4581458145814581,0.0088418203954288,0.0027210194446984,-0.091904501264107,-0.0311141701111557,0.0429824943379776,0.1076930109247155,1.6018518518518516,-0.8902830188679245,0.1154626615771843,0.0026976256974819,0.1664445859346157,1.313173202085003,44.6652464813383
Secondary: Breakdown + 50D Support,10,2150,0.5409302325581395,0.4483720930232558,0.0185458897745586,0.0047272725795233,-0.1173349251329082,-0.0369695672386602,0.062776984504733,0.1479693097206883,3.9537037037037033,-0.8990566037735849,0.1866080647336047,0.0072246579312906,0.2080158117271514,1.5120598382861836,58.91313375332654
Secondary: Breakdown + 50D Support,20,1880,0.551063829787234,0.4452127659574468,0.024276400896439,0.0084426476131009,-0.1765862463536882,-0.0534371956125863,0.1007682694474606,0.2162310320607559,2.717595146166575,-0.9834088927637314,0.2196756333495835,0.0123870254130631,0.1566609449732543,1.4635285343217077,70.04097169706971
Breakout: Breakout + Volume,1,8500,0.4748235294117647,0.4971764705882353,0.0017411935755093,0.0,-0.0708968792401627,-0.0282114906048256,0.0244450468138726,0.0697756590388416,6.721943048576215,-0.9627733829688228,0.1227261562023437,-0.0043201393702703,0.2288195595715863,1.0708967147006367,25.555189195973515
Breakout: Breakout + Volume,3,8313,0.4732346926500662,0.5159388908937809,0.0014052574583299,-0.0017241379310344,-0.1214507628294036,-0.0498753117206982,0.0370370370370369,0.1088066321243524,3.666666666666667,-0.9847328244274808,0.1726709683958816,-0.0093258103368897,0.2483686832948187,1.0339220718753546,24.55089021251812
Breakout: Breakout + Volume,5,8313,0.452303620834837,0.539636713581138,-0.0009652337174244,-0.0055865921787709,-0.1650746935130307,-0.0692682926829267,0.0456479690522244,0.1342872540333068,4.024685957127679,-0.988909426987061,0.2193093789667187,-0.0153162100351914,0.2666200021196862,0.982196927215198,20.02787535011013
Breakout: Breakout + Volume,10,7832,0.437946884576098,0.554902962206333,-0.0118828549026305,-0.0115882203871733,-0.2232964551817566,-0.1025744989061669,0.053059567086174,0.1675456106196144,9.279296875,-0.9944529262086514,0.2741142299280637,-0.0276692395786915,0.2467445034419327,0.8410208386065114,16.82041677213023
Breakout: Breakout + Volume,20,7408,0.4229211663066954,0.5734341252699784,-0.0138991206238896,-0.0253329653238553,-0.296965671492222,-0.1461632879315805,0.0681818181818181,0.2359072418929758,12.928571428571429,-0.996005089058524,0.3918081648032264,-0.0374654016938684,0.2692413763302441,0.8610609775779484,17.221219551558967
Breakout: Breakout + EMA50 + Volume,1,6737,0.4792934540596705,0.4926525159566572,0.0025676727444951,0.0,-0.0697815576807707,-0.0270935960591133,0.0246826516220028,0.0699796749259178,6.721943048576215,-0.9627733829688228,0.1275405005684918,-0.0036028201902588,0.2320193006084654,1.107557139436281,27.03338513200404
Breakout: Breakout + EMA50 + Volume,3,6558,0.481549252820982,0.5088441598048186,0.0015916186999294,-0.0009643201542911,-0.1176283179071368,-0.0482725558958084,0.037910561021016,0.1099326925688941,3.666666666666667,-0.9847328244274808,0.1625000778563705,-0.0080319976468303,0.2274516553741157,1.0394267790825225,26.04674438514744
Breakout: Breakout + EMA50 + Volume,5,6558,0.4600487953644404,0.5317169868862458,-0.001582099371408,-0.0046356540741321,-0.1621898054996646,-0.0687904105497043,0.0480501731495273,0.1377129492642564,3.748046875,-0.9888848920863308,0.201855037783985,-0.0139724178617963,0.2361922830207629,0.97040280583773,21.082855344161327
Breakout: Breakout + EMA50 + Volume,10,6091,0.4486947956000656,0.5442456082745034,-0.0101529598290279,-0.0094936708860758,-0.2218214607754732,-0.100366480761359,0.0575111310659631,0.1699290780141844,9.279296875,-0.9944529262086514,0.2745723597850124,-0.025262527426943,0.235763849154563,0.8612702575444677,17.225405150889355
Breakout: Breakout + EMA50 + Volume,20,5687,0.4501494636891155,0.5466854228943204,-0.00698179584713,-0.0152671755725191,-0.2963402777777779,-0.1393424753867792,0.0798054534192984,0.2474890847368032,12.928571428571429,-0.996005089058524,0.3938365814394479,-0.0296362248416048,0.2506606568482007,0.9274214713457096,18.573340041766773
Breakout: Retest + Volume,1,7303,0.4718608790907846,0.5013008352731754,0.0011550830743767,-0.000299550673989,-0.0693764937345674,-0.0276538211625931,0.0238259441707717,0.067291781577496,6.721943048576215,-0.9627733829688228,0.1215510424977121,-0.0045291591918287,0.22500562803208,1.0483169463662985,24.60981877579007
Breakout: Retest + Volume,3,7166,0.4716717834217137,0.5177225788445436,0.0007549601311577,-0.0019869092172374,-0.1186564903182114,-0.0491734991646218,0.0359235847893749,0.105600029971527,3.666666666666667,-0.9847328244274808,0.1687632618468615,-0.0095207908419409,0.2465204933784822,1.018620053163554,23.984364966890023
Breakout: Retest + Volume,5,7166,0.4533910131174993,0.539771141501535,-0.0016401235496306,-0.0056127270818019,-0.161764705882353,-0.0682135076252723,0.0456663829421239,0.1337962309657779,3.748046875,-0.988909426987061,0.2105946270234152,-0.0150435877358093,0.2575524683983815,0.9691143477187354,19.947455807291256
Breakout: Retest + Volume,10,6791,0.4395523486968046,0.5535267265498454,-0.0102983383694697,-0.0111420612813371,-0.2172211350293541,-0.1011164031520265,0.0528906704127105,0.1666666666666665,9.279296875,-0.9944529262086514,0.2773826156329338,-0.0262491487251255,0.2499010732832608,0.8591016064682269,17.18203212936454
Breakout: Retest + Volume,20,6427,0.4230589699704372,0.5736735646491364,-0.0123256884580832,-0.0253093363329585,-0.2878333333333333,-0.1431626665691776,0.0671505326034404,0.2334362266946536,12.928571428571429,-0.996005089058524,0.3982939984816145,-0.0360962050224848,0.2738481046406593,0.8739897217844709,17.479794435689417
Resistance: Rejection + RSI,1,3586,0.4576129392080312,0.5050195203569436,0.0001790358493698,-0.0002585061137692,-0.0356359496429418,-0.014467241776471,0.0113623952500099,0.0336238846945778,0.5485961123110152,-0.3807531380753138,0.047869616351309,-0.0025996622877594,0.2205171605751662,1.0145478037740447,21.559779276819437
Resistance: Rejection + RSI,3,3519,0.4722932651321398,0.5092355782892868,0.0001178383757209,-0.0005743825387709,-0.0645329032258064,-0.0251797951611545,0.0228541950869667,0.0679559882568439,1.4686274509803925,-0.6991435768261964,0.0857176066746358,-0.0042405205944385,0.1882837840974336,1.005166995269661,23.818884094083188
Resistance: Rejection + RSI,5,3450,0.4727536231884058,0.5127536231884058,-0.0001400620835161,-0.0009837680688143,-0.0874969112923153,-0.0337830667322794,0.0282465666544932,0.0833360845163421,4.094693028095734,-0.8105793450881612,0.1245574815850134,-0.0063425495596744,0.2078487403648433,0.995281035961466,23.697891250630285
Resistance: Rejection + RSI,10,3316,0.4580820265379975,0.5334740651387213,-0.0032512710066027,-0.003511000989684,-0.1245725403607158,-0.0535131032360633,0.0366191983152529,0.1179933209218752,2.869927159209157,-0.9280110497237568,0.1474405296607972,-0.0109163537925975,0.1921941380618527,0.923621721554782,19.81943885409523
Resistance: Rejection + RSI,20,3188,0.4269134253450439,0.5674404015056461,-0.006786498822948,-0.0133577334629374,-0.1892878132740018,-0.0928865082234022,0.0470599568536784,0.1732436618753021,2.848444444444445,-0.9785635359116022,0.2072004917054855,-0.0179909599330275,0.1924917636386713,0.8941018434480883,17.882036868961766
